,datetime,SPY,QQQ,IWM,VTI,EFA,EEM,IJH,GLD,IYR,TAN,LIT,FXI,ARKK,VGT,XLF,XLV,XLY,XLI,GOVT,LQD,HYG,XLK,XLE
301,2006-03-15,93.10984479660257,36.13030241125139,58.07142177707958,,39.23273066727816,23.149957367663504,60.885976755464746,55.40999984741211,37.69347774796498,,,16.55183036055486,,43.56309014148878,18.800633578814345,24.305346753603317,26.849808870372982,,,54.18005236323922,,17.34571241733988,32.43179107411447
302,2006-03-16,93.72510688824454,36.40869064533853,58.78443997712835,,39.25723376126568,23.478595632501033,61.4636999127459,55.150001525878906,38.3500091558625,,,16.54263745184406,,43.778911448776576,18.914672967835124,24.335069656372067,27.001048088360744,,,54.14436159374346,,17.51113601932959,32.663873935354886
303,2006-03-17,93.860773545113,35.99023299134564,58.7289863627458,,39.56344821469351,23.442873001098633,61.36215849857483,55.279998779296875,39.00133620080231,,,16.58861249488691,,43.347253148366065,18.93586019232985,24.414835137930684,27.006610858903297,,,54.41986036955031,,17.37721973650726,33.26296980160879
304,2006-03-20,93.83206434565119,36.190462142654994,58.77654212377384,,39.814546446712995,23.545275783004016,61.549557834856884,55.0099983215332,39.069074496574565,,,16.71047025348664,,43.64078176048337,18.953058138046064,24.429754512638656,27.062341299192546,,,54.460635009036736,,17.440242681623857,32.772911380494314
305,2006-03-21,93.63815255257869,35.790000915527344,58.62599485214443,,39.520578456708094,23.573849629780934,61.159166348458825,54.709999084472656,38.37605766868435,,,16.853025746802718,,43.71847699611338,18.97025484322739,24.399930818563607,26.88718185476243,,,54.21574569028689,,17.440240033630978,32.037823469607396
306,2006-03-22,93.0204329353759,35.58976280428258,57.82583935805235,,39.489963900693475,22.907050532216804,60.55025830274064,54.75,37.870650494544044,,,16.57482440507818,,43.165950769866974,18.76961383720994,24.317921711011454,26.839414183719875,,,54.236183726551324,,17.2511822470331,32.08069754164559
307,2006-03-23,93.55911847304465,35.7725944519043,58.64976130065551,,39.44097511208133,23.354762820752168,61.245091930366115,54.36000061035156,37.985277004946084,,,16.80704509108134,,43.424948381801684,18.889997591399485,24.452109385427548,26.855339783318602,,,54.282085169274765,,17.36146943850178,32.56463832456524
308,2006-03-24,93.36519295885084,35.89446127886866,58.98173789701012,,39.23886353724917,23.08803641033143,61.35437440618797,55.150001525878906,38.27214109154287,,,16.841532543552848,,43.38178739753715,18.8154677299805,24.303013068599242,26.919042213549723,,,54.292309118943415,,17.35358339899581,32.74227814544571
309,2006-03-27,93.39392018299992,35.93799896663187,59.40256993619119,,39.41646424764566,23.338089304184408,61.629198424654156,56.18000030517578,38.0100065313041,,,17.108233870699397,,43.63214638466986,18.838403701782227,24.295559459173006,26.807562623523825,,,54.19536643566959,,17.329960350086413,32.74228491441469
310,2006-03-28,93.32212278249335,36.03374875048021,59.402564812729885,,39.404227590070654,23.26664358767505,61.50400458680533,56.560001373291016,37.70067562042968,,,16.997870188207056,,43.64078804828082,18.838403647113903,24.034643132192965,26.815525439393692,,,54.093310198354374,,17.32996371328234,33.35485728791729
311,2006-03-29,92.94861759800195,35.86833987671326,59.2834514906391,,39.226619702236654,23.226161003257943,61.30831889095214,56.34000015258789,38.45563512798511,,,16.921997036001333,,43.416329161897956,18.786808070463483,24.101739850499033,26.90311694317041,,,54.06267108074647,,17.290573603722216,33.32421612814667
312,2006-03-30,93.45139234849916,36.57352822239412,60.34748819560277,,39.72881704935388,23.516699582597685,62.01272964477539,57.97999954223633,38.9065140704382,,,17.119729684379656,,44.15013885498047,18.700814081143108,23.96008068322005,26.974761580412522,,,53.930032959550836,,17.55840127792101,33.87556092997683
313,2006-03-31,93.386751370603,36.677998404894886,60.291903057175425,,39.83904212946243,23.714355822490305,62.13012504598341,58.06999969482422,38.403225100770285,,,17.15192010190781,,44.24510048402623,18.666407919283028,23.94517526847203,26.887177654504203,,,53.91473795644461,,17.589912962561367,33.50801839279019
314,2006-04-03,93.42266455841273,36.695411251627235,60.44276316312899,,39.91866850701014,23.881058604773685,62.23971024758704,58.619998931884766,38.3507677424627,,,17.44160682217845,,44.15877881256415,18.660678141753806,23.930269357457387,26.919033873175856,,,53.694185006055804,,17.55840127792101,33.53863929122787
315,2006-04-04,93.17843396075408,36.608325299105,59.775760476637466,,40.29838131183525,24.464509361273905,61.95012612767048,58.439998626708984,37.69543951143801,,,17.570366141019985,,44.236480168778705,18.689347490814257,23.892992604238543,26.68017346226616,,,53.704412212514896,,17.526896154128103,33.23235113938444
316,2006-04-05,93.81052879945588,36.82599422780397,60.21249923166837,,40.52497068707993,24.43117297387635,62.26318989063986,58.63999938964844,37.7373864161133,,,17.646237956114437,,44.46956072008665,18.90146121483946,23.758804158983544,26.855340511594118,,,54.01697583798758,,17.64504846297948,33.93682159966495
317,2006-04-06,93.9829039555447,37.07847331296634,60.299843014394106,,40.696466053250056,24.555007899477317,62.560605524166746,58.970001220703125,37.669227159495286,,,17.963529205766648,,44.71993291103673,19.061986455239932,23.75881070275574,26.93495707920576,,,53.89912683874178,,17.700191071419347,34.7699223825544
318,2006-04-07,94.13375714580266,37.33095037307388,60.641277391808494,,40.67808947704632,24.58834634379881,62.86585170234106,58.66999816894531,37.7059234597047,,,17.933644237632002,,44.935749150121914,18.930128402251388,23.661893126509824,27.14993258260373,,,53.69931580566134,,17.731700424781128,34.42687775678131
319,2006-04-10,93.1856460571289,36.91306137740458,59.57725187441935,,40.32898869431956,24.243033656468967,62.1614367053406,59.47999954223633,37.061067121937576,,,17.795690919182015,,44.158772247936646,18.723738386031876,23.333870186430055,26.911066436258565,,,53.62247260437886,,17.534767403963425,34.285980244319475
320,2006-04-11,93.26465512849961,36.904341682665034,59.553414522117414,,40.328996214541206,24.347823629215338,61.910985279850394,59.52000045776367,36.83038531228472,,,17.81868259517248,,44.201945852767345,18.79252958334881,23.281689411553646,27.05438471939769,,,53.540463650432045,,17.558398783013185,34.85567655711461
321,2006-04-12,92.48893192553682,36.51258399553949,58.45766530268567,,39.906421148318884,23.876294013712453,61.323981324039,59.45000076293945,36.56824777774874,,,17.496795654296875,,43.70985393333278,18.557493091858387,23.03567676057578,26.71202355545624,,,53.637823758012374,,17.377218163712673,34.2002214168263
322,2006-04-13,92.359649213012,36.477751430760414,58.91818361448142,,39.790050247398966,24.183498200432446,61.33959711530141,59.130001068115234,36.290368212427516,,,17.611754473877635,,43.84798177164765,18.568956765203055,23.050589826035637,27.364892290937874,,,53.43799050500841,,17.589911794504385,33.72853207620806
323,2006-04-17,92.53200547568125,36.59962798593348,59.25964503756452,,40.15752497728814,24.26208751281636,61.34740974393983,60.380001068115234,36.18028149273126,,,17.692229169034803,,43.9429434236902,18.654946878824106,23.132595281572186,26.791647404510385,,,53.258721465666014,,17.4008572997506,34.71478070067334
324,2006-04-18,92.60383359513004,36.36458727650512,59.402559109004294,,40.463735658653704,24.714556700734377,61.691849478315525,61.25,36.07019055441844,,,18.301509108895665,,43.692586809354374,18.67788650081089,23.095320371794244,26.66425954696771,,,53.43802521330159,,17.329957639752635,35.10071628694393
325,2006-04-19,93.91103991766894,37.034918418374176,60.89538220652198,,40.800579599083086,25.238479683085842,62.88154960490895,61.959999084472656,36.96146361420989,,,18.55901737228011,,44.460937314024264,18.987459238621078,23.192230743904446,26.99068833103573,,,53.46358549686038,,17.526887643728518,35.468258796121546
326,2006-04-20,94.09062984946245,37.12200812126428,61.40355595119875,,41.021063243200544,25.47900333272125,63.35111048146441,63.38999938964844,37.459495777212844,,,18.754454023843603,,44.435036242613414,18.975990189634345,23.117683040048878,26.93495101121438,,,53.55582700096013,,17.542643844105285,36.01956634808584
327,2006-04-21,94.58624022742178,37.13941697051701,61.355912367780945,,41.30889129638672,25.71476099252101,63.6250882111263,62.5099983215332,37.58010162090038,,,18.7153636710614,,44.754468595497016,19.125045634086213,23.41588410577724,27.070304523209266,,,53.60704803466797,,17.589908281681257,36.11146470189204
328,2006-04-24,94.01161766808977,36.52128670268855,60.77627106730068,,41.26602383026186,25.355166216438384,63.19460961256719,62.349998474121094,37.391354182211174,,,18.393476988114234,,44.05517342424018,19.170912502780546,22.87167356210915,26.807557303042287,,,53.637792384962005,,17.337835143995363,36.44837841977257
329,2006-04-25,94.11934809366676,36.62575993189018,60.42687997479926,,41.462002787090924,25.036047294045964,63.06937387419802,62.86000061035156,37.24980870674677,,,17.933643279952875,,44.07244092447809,18.99319120696106,23.117682026117905,26.751819238977202,,,53.72491977923743,,17.353592003796788,36.417741690304176
330,2006-04-26,93.7314819842137,36.44294738769531,60.395111083984375,,41.49262901064284,25.01462285902506,62.92066764112731,63.040000915527344,36.961449249200165,,,18.00721242370148,,44.098346921616844,18.809735000335852,22.976038301554315,26.8075675541735,,,53.417520495938994,,17.408735275268555,35.64589866834862
331,2006-04-27,93.30056515689594,36.27752699649768,59.96630523244858,,41.119042511764725,24.766954256377385,62.27104697994226,62.84000015258789,36.751743108474265,,,17.71291638487796,,43.822078424280576,18.935856612611143,22.92385392469927,26.903101732739405,,,53.38680702303524,,17.29845524589435,34.21246879413854
332,2006-04-28,93.93979991413498,36.56482077849725,59.743977025133475,,41.55387318137992,24.921743265038593,62.302320668264656,63.900001525878906,37.066305072302036,,,17.933640722212445,,43.770275858376664,19.205314923918174,22.87166988875298,27.14196014404297,,,53.57633215826617,,17.408732893100428,34.83729689902935
333,2006-05-01,94.42818429795317,36.4951690008432,60.57773841995961,,42.07444479232157,25.228951768686475,63.08500117081857,65.68000030517578,37.32844361662449,,,18.154361295464664,,43.675317016980294,19.48622319336444,23.05804314992911,27.134011537212086,,,53.52573578145969,,17.29845654448034,35.25385766728478
334,2006-05-02,94.09778111328593,36.233991021877635,60.11716909820978,,42.147939727418546,25.36231422418111,62.811091789766316,65.5999984741211,36.90902800826496,,,18.38197333295605,,43.511286453654925,19.262632939468034,22.93130958846771,27.022528845739334,,,53.335323684211524,,17.156663981037184,35.97669447228386
