,datetime,SPY,QQQ,IWM,VTI,EFA,EEM,IJH,GLD,IYR,TAN,LIT,FXI,ARKK,VGT,XLF,XLV,XLY,XLI,GOVT,LQD,HYG,XLK,XLE,VIT
1085,2009-04-27,65.70024108886719,29.68076515197754,38.81343460083008,,27.140689849853516,20.38460350036621,44.26496124267578,89.01000213623047,19.138017654418945,55.04631042480469,,22.264892578125,,,6.793308734893799,18.875974655151367,18.66851234436035,16.103025436401367,,57.96726608276367,32.13160705566406,,28.83302116394043,
1086,2009-04-28,65.49359130859375,29.460758209228516,38.87111282348633,,26.882585525512695,20.31685447692871,44.39530944824219,87.75,19.345245361328125,53.55856704711914,,22.019826889038086,,,6.584963321685791,18.946704864501953,18.66851234436035,15.913398742675781,,57.78028106689453,32.20094680786133,,28.896804809570312,
1087,2009-04-29,66.88660430908203,29.86554718017578,40.345848083496094,,27.57086944580078,21.385765075683594,45.601131439208984,88.33000183105469,20.11320686340332,58.02179718017578,,23.03611946105957,,,6.8690714836120605,19.017436981201172,19.00883674621582,16.444345474243164,,58.0577278137207,32.79901885986328,,29.694181442260742,
1088,2009-04-30,66.90956115722656,30.16472816467285,39.97511672973633,,27.742937088012695,21.581480026245117,45.50336456298828,87.2699966430664,20.11320686340332,61.220436096191406,,23.050539016723633,,,6.774368762969971,19.001712799072266,19.332578659057617,16.50502586364746,,58.02154541015625,33.054718017578125,,29.203001022338867,
1089,2009-05-01,67.26927947998047,30.243925094604492,40.222286224365234,,28.067211151123047,21.89763641357422,45.47077178955078,86.94999694824219,19.430572509765625,62.038692474365234,,23.259567260742188,,,6.723860263824463,18.97027587890625,19.24126434326172,16.68706703186035,,58.16578674316406,33.00273513793945,,30.1470947265625,
1090,2009-05-04,69.5577392578125,30.842294692993164,41.68880081176758,,29.232004165649414,23.410676956176758,47.29579544067383,88.63999938964844,21.11277198791504,69.47737884521484,,25.34261703491211,,,7.4057159423828125,19.284618377685547,19.863819122314453,17.233198165893555,,58.305171966552734,32.92414093017578,,31.35271453857422,
1091,2009-05-05,69.32048034667969,30.815887451171875,41.482826232910156,,28.94080352783203,23.19990348815918,46.945465087890625,88.25,20.40576171875,69.1798324584961,,24.722749710083008,,,7.298388957977295,19.504653930664062,19.855527877807617,17.28628921508789,,58.493080139160156,33.20802688598633,,30.931699752807617,
1092,2009-05-06,70.52215576171875,30.8247013092041,41.59815979003906,,29.642309188842773,23.5988712310791,47.41799545288086,89.54000091552734,21.08839225769043,71.56021118164062,,25.537221908569336,,,7.879228591918945,19.38677406311035,20.063045501708984,17.559345245361328,,58.753700256347656,33.483211517333984,,32.13096237182617,
1093,2009-05-07,69.54246520996094,30.103151321411133,40.617740631103516,,29.145971298217773,23.011714935302734,46.22848892211914,89.44000244140625,19.86940574645996,67.84085845947266,,24.7587833404541,,,7.651942729949951,19.779699325561523,19.62310028076172,17.202850341796875,,58.19002914428711,32.932861328125,,31.716327667236328,
1094,2009-05-08,71.16507720947266,30.120738983154297,42.0265998840332,,30.41001319885254,23.779523849487305,47.62983703613281,89.9800033569336,21.216386795043945,70.07247924804688,,25.883201599121094,,,8.2201566696167,20.109752655029297,19.913633346557617,17.832408905029297,,58.559696197509766,33.52250671386719,,33.06867218017578,
1095,2009-05-11,69.83331298828125,30.22632598876953,41.408687591552734,,29.63570213317871,23.222488403320312,46.71732711791992,89.69000244140625,20.594701766967773,67.91525268554688,,24.765989303588867,,,7.740333080291748,19.76398277282715,19.565004348754883,17.30145835876465,,58.73549270629883,33.34779739379883,,32.06078338623047,
1096,2009-05-12,69.62665557861328,29.856748580932617,40.82372283935547,,29.953367233276367,23.388092041015625,46.16329574584961,90.69999694824219,20.265579223632812,66.72506713867188,,24.77320671081543,,,7.576180934906006,20.086172103881836,19.149951934814453,17.111831665039062,,58.899131774902344,33.478816986083984,,32.26491928100586,
1097,2009-05-13,67.87394714355469,29.055988311767578,38.95349884033203,,28.934186935424805,22.52995491027832,44.21605682373047,91.08999633789062,18.88812828063965,60.699729919433594,,24.203792572021484,,,7.1910600662231445,20.039020538330078,18.477588653564453,16.40641975402832,,58.7900276184082,33.04206466674805,,31.199626922607422,
1098,2009-05-14,68.45561981201172,29.38158416748047,39.497257232666016,,29.21876335144043,22.8536376953125,44.77009582519531,91.02999877929688,19.49152374267578,64.19591522216797,,24.340740203857422,,,7.430967807769775,20.062604904174805,18.502500534057617,16.527790069580078,,58.92336654663086,32.692626953125,,31.288923263549805,
1099,2009-05-15,67.89688873291016,29.363975524902344,39.348968505859375,,28.954042434692383,22.642860412597656,44.42790603637695,91.55000305175781,18.85155487060547,63.97274398803711,,24.275869369506836,,,7.279449939727783,19.905439376831055,18.369680404663086,16.53536605834961,,58.9112663269043,32.23402786254883,,30.619138717651367,
1100,2009-05-18,69.82567596435547,30.129541397094727,40.667171478271484,,30.05925178527832,23.89996910095215,46.05739212036133,90.36000061035156,20.265579223632812,65.60926055908203,,25.7030086517334,,,7.759273052215576,20.101896286010742,19.274471282958984,17.142168045043945,,58.82640838623047,32.91975784301758,,31.67803955078125,
1101,2009-05-19,69.74146270751953,30.270336151123047,40.683658599853516,,30.330604553222656,24.170955657958984,46.244773864746094,90.95999908447266,19.942546844482422,71.1138916015625,,25.803913116455078,,,7.601433277130127,19.95258140563965,19.199758529663086,17.013227462768555,,59.06281280517578,33.13815689086914,,31.831148147583008,
1102,2009-05-20,69.27459716796875,30.16472816467285,40.304664611816406,,30.529142379760742,24.246234893798828,45.87813949584961,92.25,19.7109432220459,72.30408477783203,,25.50119400024414,,,7.399404525756836,20.031177520751953,18.99224090576172,17.02838706970215,,59.40220260620117,33.62734603881836,,31.93958854675293,
1103,2009-05-21,68.27955627441406,29.610366821289062,39.785614013671875,,30.29749870300293,23.794578552246094,45.169315338134766,93.8499984741211,19.747507095336914,70.22124481201172,,25.032682418823242,,,7.412034034729004,19.850431442260742,18.54400062561035,16.512617111206055,,58.796112060546875,33.19493865966797,,30.9954891204834,
1104,2009-05-22,68.1341552734375,29.513574600219727,39.37367630004883,,30.469573974609375,23.89996910095215,44.80268859863281,94.1500015258789,19.326961517333984,69.10543823242188,,25.003854751586914,,,7.36152458190918,19.87399673461914,18.74321174621582,16.451936721801758,,58.71731948852539,33.65354919433594,,31.008270263671875,
1105,2009-05-26,69.8792495727539,30.613513946533203,41.25213623046875,,31.078447341918945,24.186012268066406,46.529945373535156,93.76000213623047,20.326519012451172,71.33704376220703,,25.313791275024414,,,7.601433277130127,20.054750442504883,19.37407875061035,17.0511474609375,,58.69304275512695,33.56618118286133,,31.66529655456543,
1106,2009-05-27,68.63166046142578,30.402326583862305,40.452964782714844,,30.4761962890625,23.90749740600586,45.76406478881836,93.44999694824219,19.649995803833008,72.30408477783203,,25.48677635192871,,,7.374149799346924,19.850431442260742,18.95073890686035,16.497447967529297,,58.28699493408203,33.62734603881836,,31.320819854736328,
